rank,word,overindex,year
251,break,1.1787298517482903,2010
252,death,1.1779377311881691,2010
253,clinton,1.1777907295921037,2010
254,nuclear,1.1773726086103098,2010
255,s,1.1736429830446076,2010
256,pressure,1.1733665121361938,2010
257,wall street,1.1729752764772754,2010
258,politics,1.1721937844640347,2010
259,growing,1.1713669991745523,2010
260,bank,1.1676179033840588,2010
261,action,1.1673065572797348,2010
262,offer,1.1656699367877263,2010
263,fund,1.165216037264139,2010
264,e,1.1620617474637909,2010
265,killing,1.160985125254446,2010
266,despite,1.159411066064001,2010
267,voice,1.15817048369343,2010
268,food,1.1573806856562203,2010
269,woman,1.1573714419798873,2010
270,watch,1.1458302336273134,2010
271,benefit,1.140338647605657,2010
272,pay,1.1305644724924147,2010
273,dream,1.1291936736600203,2010
274,case,1.128879825121603,2010
275,leader,1.127367046484408,2010
276,reach,1.1261281615687335,2010
277,financial,1.1258098979431317,2010
278,party,1.121520435866734,2010
279,question,1.1206540624129937,2010
280,lead,1.1181098910060114,2010
281,d,1.1155239036770705,2010
282,aid,1.1112006549251214,2010
283,young,1.1070621474941613,2010
284,consumer,1.1070544871928625,2010
285,europe,1.1056511955989183,2010
286,expert,1.1056084531660806,2010
287,economy,1.105293015661611,2010
288,step,1.1047720665258038,2010
289,stop,1.101407183976727,2010
290,play,1.101310707191245,2010
291,wall,1.1006168414149964,2010
292,tell,1.096426174823244,2010
293,private,1.0950191685813253,2010
294,taking,1.0949625535737726,2010
295,girl,1.0947703901349302,2010
296,political,1.090799971205648,2010
297,history,1.090718933978803,2010
298,family,1.090075937664863,2010
299,james,1.0883393578825111,2010
300,latest,1.0877279930070602,2010
301,california,1.0875071111724148,2010
302,list,1.0842353655374222,2010
303,seen,1.0833881260100091,2010
304,effort,1.0828327375135556,2010
305,view,1.0809305331591814,2010
306,legal,1.0802471652797576,2010
307,look,1.0791311304752302,2010
308,firm,1.0758605707932791,2010
309,making,1.0750057634114316,2010
310,hit,1.0749468912447606,2010
311,strike,1.0745837669812004,2010
312,say,1.0712823089907901,2010
313,cash,1.0693067931254892,2010
314,vote,1.068708569205586,2010
315,open,1.0686943289378101,2010
316,job,1.0666249619006254,2010
317,bond,1.0652418110239632,2010
318,doctor,1.0645737414731649,2010
319,child,1.0636747941118156,2010
320,cost,1.0604726156115682,2010
321,european,1.058665608598715,2010
322,high,1.0579826458298707,2010
323,game,1.0563804324050283,2010
324,white house,1.0554350968291275,2010
325,new,1.054262398074778,2010
326,loan,1.0525301091052317,2010
327,set,1.051552015375951,2010
328,brooklyn,1.0502280181370345,2010
329,let,1.0498917280312305,2010
330,eye,1.0478008629570013,2010
331,concern,1.0471612545413247,2010
332,network,1.044734781081802,2010
333,rival,1.0434308558587306,2010
334,investor,1.04321740188501,2010
335,better,1.041071168655395,2010
336,live,1.040948777798686,2010
337,democrat,1.039657630329016,2010
338,meet,1.036537830964864,2010
339,black,1.0325108774646121,2010
340,r,1.0303070517273216,2010
341,use,1.029257287448026,2010
342,need,1.0291222118753678,2010
343,site,1.0289857464387855,2010
344,drug,1.0289445602587441,2010
345,real,1.027857040680807,2010
346,career,1.0224002582546348,2010
347,order,1.0214919436088636,2010
348,support,1.0167100744536612,2010
349,talk,1.0157733239268627,2010
350,jet,1.0146130847517976,2010
351,-,1.012536038047427,2010
352,threat,1.0119258191488814,2010
353,bad,1.0101610321432033,2010
354,hold,1.008318715024051,2010
355,issue,1.0027461861867943,2010
356,election,1.0026877486715766,2010
357,credit,1.0026097649975352,2010
358,free,1.001714267874252,2010
359,president,1.0009568958398545,2010
360,problem,0.998042547679584,2010
361,past,0.9919566594857824,2010
362,war,0.9912095019172487,2010
363,fan,0.9907898579164208,2010
364,best,0.9895831090195812,2010
365,make,0.9872019033694917,2010
366,series,0.9834134674860462,2010
367,industry,0.9787222098559263,2010
368,led,0.9765395149013905,2010
369,road,0.9764357761424066,2010
370,b,0.976088956954774,2010
371,david,0.9745656861653004,2010
372,t,0.9740867860929964,2010
373,idea,0.9738770717067833,2010
374,end,0.9723350680756463,2010
375,project,0.970161127363444,2010
376,america,0.9700495794097237,2010
377,l,0.9669930578629463,2010
378,want,0.9665445851916342,2010
379,hard,0.9662925177153119,2010
380,word,0.9627452370892559,2010
381,senate,0.9600682574248997,2010
382,washington,0.9599606284653408,2010
383,college,0.9597995497938409,2010
384,work,0.9584404049208578,2010
385,military,0.9577986038349117,2010
386,cut,0.9577254916129284,2010
387,congress,0.957231349779655,2010
388,maker,0.9568424268879591,2010
389,car,0.9521479618786965,2010
390,control,0.9508285413800728,2010
391,light,0.9499421396463023,2010
392,heart,0.9486423883839925,2010
393,le,0.9480195707580298,2010
394,energy,0.9414134405320702,2010
395,worker,0.9413783068574465,2010
396,campaign,0.9384967145658175,2010
397,sign,0.9371479866253071,2010
398,don t,0.9370576823192693,2010
399,giant,0.9360136069072144,2010
400,j,0.9355445530130633,2010
401,trying,0.9331050026411227,2010
402,plan,0.9316520970922395,2010
403,fall,0.9309112273456721,2010
404,public,0.9271540778793805,2010
405,lost,0.9266105288460247,2010
406,student,0.9265402970591586,2010
407,force,0.9231701740285632,2010
408,rate,0.9197995961919258,2010
409,way,0.9157092285066594,2010
410,start,0.9153461903258193,2010
411,new york,0.9124933873043652,2010
412,looking,0.9122321112562933,2010
413,director,0.9121782064775233,2010
414,technology,0.911538795818092,2010
415,york,0.9114143592314798,2010
416,time,0.9060033001390134,2010
417,owner,0.9058504447569856,2010
418,production,0.9046128605168711,2010
419,sale,0.9013547543041887,2010
420,court,0.9010481984428629,2010
421,store,0.900352161781358,2010
422,house,0.8988200336549665,2010
423,local,0.8980523601996974,2010
424,city,0.8939477163239286,2010
425,north,0.893566174907058,2010
426,budget,0.8921701375083849,2010
427,candidate,0.8920874985552999,2010
428,oil,0.8898676200765321,2010
429,don,0.8894166975588282,2010
430,country,0.8874846069635248,2010
431,home,0.8859372224124695,2010
432,men,0.8852903019688325,2010
433,right,0.8803191917054174,2010
434,come,0.8798437242592191,2010
435,state,0.8774142952623807,2010
436,white,0.8759638865227212,2010
437,ha,0.8697030090564557,2010
438,report,0.8677832811866915,2010
439,hall,0.8677278664214284,2010
440,decade,0.8674179895238614,2010
441,attack,0.8671979578449095,2010
442,great,0.8625765234842226,2010
443,south,0.8620263874461306,2010
444,friend,0.8592196396432458,2010
445,small,0.8576610251180841,2010
446,british,0.8570108991057118,2010
447,line,0.8555680946388481,2010
448,good,0.8528834882655641,2010
449,internet,0.8526464087614313,2010
450,agency,0.8517865914633967,2010
451,central,0.851116304315457,2010
452,union,0.8460332955051934,2010
453,government,0.8414846332147865,2010
454,american,0.8409365008664749,2010
455,chief,0.8408948459933233,2010
456,old,0.8408743620841078,2010
457,market,0.8395878346023389,2010
458,price,0.8393211802687929,2010
459,final,0.837305554195959,2010
460,japan,0.8326719545809029,2010
461,thousand,0.8294864518216698,2010
462,west,0.8291046866117635,2010
463,used,0.8250851581193756,2010
464,saturday,0.8239108833338307,2010
465,bid,0.8236588251008878,2010
466,york city,0.8212840239901552,2010
467,new york city,0.8212840239901552,2010
468,run,0.8124234529751128,2010
469,program,0.8115335630937555,2010
470,television,0.809748845503246,2010
471,university,0.8060358254521892,2010
472,player,0.8013126411850416,2010
473,police,0.8010577336881184,2010
474,man,0.8004381501453285,2010
475,long,0.7981117657691612,2010
476,group,0.7976148717430084,2010
477,buy,0.7938841438616826,2010
478,far,0.7929197900850443,2010
479,service,0.7900787367174591,2010
480,season,0.784238814242184,2010
481,number,0.7813735389359862,2010
482,charge,0.781130145977339,2010
483,away,0.779421434989145,2010
484,major,0.7740887957793339,2010
485,federal,0.7739424712698567,2010
486,friday,0.7727147691598113,2010
487,summer,0.7723571537562004,2010
488,hand,0.7715581077167912,2010
489,little,0.7692733501161151,2010
490,won,0.7685897330331337,2010
491,center,0.7684853073591186,2010
492,judge,0.7684324149348304,2010
493,park,0.7684001095863165,2010
494,record,0.7641846868296446,2010
495,decision,0.7615797744575598,2010
496,trade,0.7589552804700824,2010
497,close,0.7472805470520646,2010
498,security,0.7412516376121068,2010
499,school,0.7403770369168557,2010
