,Unnamed: 0,_id,year,para,term
26,42710,4fc20d5c45c1498b0d5c5881,1937,"John L. Lewis, chairman of the Committee for Industrial Organization, and William S. Knudsen, vice president of General Motors Corporation, comprising a subcommittee designated at today's joint conference of spokesmen for both sides in the automobile strike dispute, sat down tonight with Governor Frank Murphy to formulate a report to go before the full committee tomorrow. PROGRESS IS MADE IN MOTORS PARLEY; EVICTION DEFERRED; Pressure From Roosevelt Is Credited With Averting Complete Collapse MURPHY BLOCKS OUSTERS Halts Arrest of Union Men After Court Issues Eviction Writs at Flint Developments in Auto Strike DETROIT -- President Roosevelt's pleas avert a new deadlock in the auto strike conferences. After all-day sessions a subcommittee is named and begins a study of specific issues pending a new joint meeting today.-Page 1. FLINT--Judge Gadola signs writs for arrest of union leaders and sit-down strikers, but Sheriff, after asking aid of troops, delays action.--Page 2. NEW YORK--Federal Council of Churches of Christ in America condemns sit-down strikers as a ""dangerous weapon."" It also assails General Motors for its speed-up program.--Page. 2. Negotiations Go On Company Reported Wavering WORKING ON TERMS Subcommittee Begins Study of Specific Issues in Strike WILL REPORT THIS MORNING PROGRESS IS MADE IN MOTORS PARLEY Murphy Issues Appeal Admits Roosevelt Aid Warrants Cause Clash Lewis Fought Arrests",president roosevelt s
27,42864,4fc20d9b45c1498b0d5c7388,1939,"MOSCOW, Feb. 8.--A Soviet suggestion has been made for a pact among the powers bordering the Black Sea, with the object of safeguarding peace in that region. RUSSIA IS SEEKING PACT WITH NATIONS IN BLACK SEA AREA; Suggests Treaty With Turkey, Rumania, Bulgaria and Greece to Thwart Reich BUCHAREST ALSO HAS PLAN Would Form an Eastern Bloc With Poland and Yugoslavia to Forestall Germany",reich
28,38052,4fc1fe5e45c1498b0d582b3c,1939,"BUCHAREST, Rumania, Dec. 23 --The Rumanian Government, it is learned authoritatively, has decided to refuse any possible offer that may be forthcoming from Russia ... RUMANIA TO RESIST MOSCOW PRESSURE; Bucharest Will Not Negotiate on Return of Bessarabia-- Reich Backing Hinted",reich
29,40504,4fc2043d45c1498b0d59d822,1939,"WARSAW, April 28.--The memorandum from the Reich government outlining its views in the present state of Polish-German relations was delivered to the Foreign Office here today by the German Charge d'Affaires at the very moment Chancellor Hitler began his speech. POLAND PREPARED; Return of Danzig to the Reich Opposed as Well as a Corridor Road ARMS PLAN TO BE RUSHED Attempts to Exert Pressure Will Be Met by Poles--End of Pact Seen as Warning",reich
0,28316,4fc496ae45c1498b0da78a14,1977,"WASHINGTON, Dec. 28?President Carter said tonight that Prime Minister Menahem Begin of Israel had taken ""a long step forward"" in offering self-rule for Palestinians on the West Bank of the Jordan River and in the Gaza Strip. He affirmed that the United States did not agree with President Anwar el-Sadat of Egypt that the Palestinians should be given an independent state. Carter, in TV Interview, Affirms Opposition to a Palestinian State; PALESTINIAN STATE OPPOSED BY CARTEL",sadat
1,30091,4fc4997e45c1498b0da83f04,1977,"TRIPOLI, Libya, Monday, Dec. 5 The summit meeting of hard-line Arab countries failed here early today to achieve its principal aim of a strong united front against the peace initiative taken by President Anwar el-Sadat of Egypt when a key participant, Iraq, walked out. ARAB MEETING FAILS TO FORGE JOINT FRONT AGAINST SADAT MOVES; IRAQ SAID TO SPURN ACCORD Other Hard-Line States Agree at Tripoli Parley on a Program to Isolate Egyptian Leader ANTI-SADAT MEETING FAILS TO REACH UNITY",sadat
2,24542,4fc4918245c1498b0da61e4e,1977,"CAIRO, July 22 Egyptian planes bombed and strafed a Libyan air base today, the second day of major military clashes between the two countries, a military spokesman here announced. SADAT'S JETS POUND AN AIR BASE IN LIBYA; HE ASSAILS QADDAFI; ATTACK IS CALLED RETALIATORY President Blames the Libyan Leader, Whom He Describes as 'That Very Strange Person' Sadat's Jets Pound an Air Base In Libya; Leader Assails Qaddafi",sadat
3,13289,4fc4825745c1498b0da1fd69,1973,A lawyer in the Watergate trial said today that one of the two remaining defendants would attempt to justify his actions on the ground that he had feared violence against President Nixon and other leading Republicans. Watergate Defendant to Plead He Acted to Forestall Violence; Watergate Defendant to Plead He Acted to Forestall Violence Potentially Violent' Array of Devices,watergate
4,11490,4fc47fab45c1498b0da15749,1973,"John D. Ehrlichman ended today his five days of testimony before the Senate Watergate committee as he had begun last Tuesday, by insisting that neither he nor President Nixon was involved in any aspect of the Watergate cover-up. ENRLICHMAN ENDS ON LOYALTY NOTE; Finishes Senate Testimony by Reaffirming Innocence and Defending President Excerpts from the Ehrlichman testimony are on Page 22. Ehrlichman Ends 5-Day Testimony on Loyalty Note Keep 'Your Eyes Open' Contention Repeated",watergate
5,12385,4fc4812c45c1498b0da1a943,1973,President Nixon named former Secretary of Defense Melvin R. Laird as his chief domestic adviser today in an effort to. shore up the Administration during the Watergate crisis. Haig to Quit Army to Hold haldeman Post as Civilian; Laird Named Domestic Aide to Nixon Laird Predicts Action Nixon Answers Urged,watergate
6,24434,4fc4917d45c1498b0da61696,1977,"WASHINGTON, Oct. 27--In a surprise move, the Senate today gave back to President Carter a key part of his energy program--a tax on the use of oil and natural gas by industry. Senate Votes Tax on Industry Use Of Oil and Gas, a Key Carter Plan",president carter
7,26799,4fc494cd45c1498b0da70157,1977,"WASHINGTON, May 23 President Carter signed into law today a bill designed to save low-income and middle-income taxpayers more than $5 billion this year as part of a $34.2 billion Federal tax cut spread over the next 28 months. $34 BILLION TAX CUT SIGNED BY PRESIDENT; RETURNS SIMPLIFIED; Bill Also Gives Credits to Business to Create Jobs $225 Million in Drought Aid Is Approved $34 BILLION TAX CUT SIGNED BY PRESIDENT",president carter
8,32980,4fc49dfc45c1498b0da989bf,1977,"WASHINGTON, April 22 President Carter said today that he could not guarantee that all money collected by the Federal Government through the taxes proposed in his energy plan would be returned to the American people through rebates and refunds. PRESIDENT ASSERTS HE CAN'T VOW REFUND OF ALL ENERGY TAXES; 'SOME FLEXIBILITY' IS REQUIRED He Says 'Every Nickel' May Not Go to Public but His 'Inclination' Is to Insure Substantial Credits",president carter
9,21886,4fc48df845c1498b0da523e3,1974,"President Nixon announced tonight that the Arab oil-producing nations would hold an ""urgent meeting"" to discuss lifting the oil embargo against the United. States following Secretary of State Kissinger's role in bringing about a troop-separation agreement between Egypt and Israel. President Nixon addressing Congress last night. Vice President Ford listens. Nixon Says Arab Meeting Will Weigh End to Oil Ban; NIXON ANNOUNCES ARAB OIL MEETING Reports 'Urgent' Session on Lifting of Oil EmbargoKissinger Effort Cited Contacts With Mideast Leaders Will Not Be Coerced'",kissinger
10,25478,4fc492e645c1498b0da6795f,1974,NIXON AIDES SPLIT OVER MISSILE PACT; Kissinger and Schlesinger Arguing Over What Is Attainable in Moscow,kissinger
11,21797,4fc48df445c1498b0da51f77,1974,"Secretary of State Kissinger shuttled back and forth between Tel Aviv and Aswan today, arriving late tonight confident that an agreement was near between Egypt and Israel that would pave the way for the separation of their forces near the Suez Canal. AN EARLY ACCORD SEEN BY KISSINGEP; Secretary Spends a Hectic Day Shuttling Between Tel Aviv and Aswan Kissinger Hopeful After Hectic Day of Talks in Israel and Egypt; Another Trip to Egypt Geneva Talks to Resume Talks In Sadat's Villa Final Decision Put Off",kissinger
12,16118,4fc4860645c1498b0da30461,1975,"WASHINGTON, April 7 Senate Democrats, on their first day back after the Easter recess, rebuffed today what they took to be suggestions from President Ford that Congress could be held responsible for the deteriorating situation in Southeast Asia. DEMOCRATS REBUT FORD IN CONGRESS ON INDOCHINA AID; Mansfield Asks Conciliation, but Some Who Backed Policy Are Now Harsh BYRD VOICES CRITICISM He Rejects Attempt of Some to Blame Legislators for Saigon Debacle DEMOCRATS REBUT FORD IN CONGRESS",president ford
13,19976,4fc48b2a45c1498b0da4715b,1975,"WASHINGTON, July 25-President Ford sent to Congress today a new plan for a gradual rise in oil prices that included some concessions intended to make it acceptable to the Democratic Congress. A Compromise Plan on Oil Sent to Congress by Ford; NEW PLAN ON OIL OFFERED BY FORD",president ford
14,22769,4fc48f2945c1498b0da576aa,1975,"Lynette Alice Fromme, the 26year-old woman charged yesterday with the attempted murder of President Ford, was one of the earliest and most devoted followers of Charles M. Manson, who became a national symbol or senseless violence after a series of ritualistic murders in 1969 by members of his cult. Suspect Was Defender Of the Manson 'Family'; Suspect Was a Defender of Manson Cult",president ford
15,32978,4fc49dfc45c1498b0da989b0,1977,"WASHINGTON, April 21 A vote in the Senate today virtually assured business of getting some form of tax break in the economic stimulus package, despite a shift in President Carter's tactics. Senators Retain Business Credits In Tax Bill Despite Carter's Stand; BUSINESS TAX BREAK KEPT IN SENATE BILL",carter s
16,24553,4fc4918345c1498b0da61f21,1977,"WASHINGTON, March 8 The House today passed President Carter's tax stimulus for the economy by a vote of 282 to 131 with modifications limiting his full $50 rebate to those whose gross annual incomes are less than $25,000 and rejecting a Carter proposal to widen the investment tax credit. HOUSE VOTES TAX BILL; $25,000 INCOME LIMIT IS PUT ON $50 REBATE; STIMULUS PASSES BY 282 TO 131 Despite White House Pressure, Proposal on Investment Credit Is Replaced With Jobs Plan House Votes Tax Bill; $50 Rebate Goes to Incomes Under $25,000",carter s
17,29871,4fc4993e45c1498b0da82a71,1977,"WASHINGTON, Dec. 3 The Carter Administration is assembling a package of proposals that includes tax cuts of up to about $300 for a taxpayer heading a family of four and a crackdown on deductions for business meals and dues for membership in clubs, according to Administration sources. Carter Said to Plan 300 Tax Cut Plus Curb on Business Deductions; Proposals Would Reduce Individual Payments and Tighten Rules on Meals and Club Dues CARTER SAID TO PLAN TAX CUT UP TO $300",carter s
18,26711,4fc494c845c1498b0da6f986,1977,"WASHINGTON, May 12 President Carter brushed aside today recent criticism of his domestic policies by liberal Democrats, describing them as people who are always hard to please and defending his programs and his goal of a balanced budget as consistent with the Democratic Party's traditions. CARTER BRUSHES OFF LIBERALS' CRITICISM; DEFENDS HIS POLICIES; M'GOVERN CALLED UNJUSTIFIED President Says His Efforts to Aid People and to Balance Budget Heed Democratic Party Ideals Carter Brushes Off Domestic Criticism by Liberals",carter
19,28148,4fc4967245c1498b0da77a4e,1977,"WASHINGTON, June 12--More by groping sweeps than by calculation, President Carter has fallen upon a new trade policy for the United States that tilts toward liberalism while satisfying the most urgent needs of import-injured workers. CARTER TRADE PLAN FALLING INTO PLACE; Domestic Industries Get Help, but Protectionism Is Rejected Carter's Trade Policy Is Marked By Aid at Home, No Protectionism",carter
20,29948,4fc4994245c1498b0da82f1d,1977,"WASHINGTON, Dec. 24 Since President Carter's refusal last week to commit more money for the nation's ailing cities until he is presented with a satisfactory overall urban policy, his top aides have sent him a memorandum urging him to adopt five basic goals. Top Carter Aides Agree on Plan To Stress Jobs in Policy on Cities; TOP AIDES TO CARTER AGREE ON URBAN PLAN",carter
21,32757,4fc49dc245c1498b0da97575,1976,"TEL AVIV, Nov. 23--Israel paraded tanks and armored personnel carriers on its side of the Lebanese border today in a new warning to Syrian troops and Palestinian guerrillas not to approach the frontier. Israelis, in Warning To Syrians, Display Arms Near Lebanon; Israelis, in a Warning to Syrians, Show Off Armor Near Lebanon",palestinian
22,23626,4fc4905745c1498b0da5c909,1976,"KAMPALA, Uganda, June 29 Hijackers holding 256 hostages and a French airliner they seized over Greece on Sunday demanded here today that Israel and four other countries release 53 imprisoned Palestinians and pro-Palestinians. Hijackers Demand Israelis And Others Free Captives; Hijackers Demand Israel and 4 Other Nations Release 53 Captives",palestinian
23,27186,4fc4954645c1498b0da72306,1976,"UNITED NATIONS, N.Y., July 12 William W. Scranton, the United States chief delegate, told the Security Council today that Israel's recent raid on Uganda to rescue the victims of pro-Palestinian hijackers was a ""combination of guts and brains that has seldom if ever been surpassed."" RESCUE BY ISRAEL ACCLAIMED BY U.S. AT DEBATE IN U.N; A 'Combination of Guts and Brains,' Scranton Says of the Raid in Uganda DENOUNCES HIJACKING Africans Submit Resolution Condemning Isralis and Asking Compensation RESCUE BY ISRAEL ACCLAIMED BY U.S.",palestinian
24,33371,4fc49ea545c1498b0da9b5fb,1978,"A New York State Supreme Court justice ruled yesterday that Bella S. Abzug, not Carter Burden, was the Democratic nominee for the seat in the House of Representatives vacated by Mayor Koch. TEST ON NOMINATION WON BY MRS. ABZUG; Court Rules She, and Not Burden, Will Run for Koch's Old Seat Mrs. Abzug Wins Nomination Test Improper Number of Votes",koch
25,36597,4fc4a4db45c1498b0dab5d7e,1978,"WASHINGTON, Dec. 21.--With a warning that New York City ""does not have the resources"" to close its budget gap by itself, Mayor Koch formally called on President Carter today to ""fulfill the commitments that we feel were made"" to increase Federal aid this year and next. KOCH WARNS CARTER ABOUT NEED FOR AID; Sees Cuts in Services Unless U.S. Honors Its 'Commitments' Session Canceled by Illness Koch Warns Carter of Need for Aid Meeting Expected in New Year",koch
26,36616,4fc4a4dd45c1498b0dab5f99,1978,"ALBANY, Friday, Dec. 8--The New York State Senate today approved a measure to increase the interest rate on home mortgages and to outlaw geographic discrimination in mortgage loans--redlining--after a frantic day and night in which the carefully woven compromise repeatedly threatened to unravel. ALBANY COMPROMISE ON MORTGAGE RATES PASSES THE SENATE; ASSEMBLY BACKING EXPECTED Bill to Increase Interest on Home Loans and to Ban Redlining Is Approved by 34 to 14 Special Legislative Session Albany Compromise on Mortgage Rates Passes Senate Grudging Assent by Koch Ohrenstein Sees Inequity",koch
27,21248,4fc48d0f45c1498b0da4e8b5,1975,Governor Carey said yesterday that he was considering a request for a $300-million corporate tax increase at a special legislative session to help close the deficit in the state budget. Governor Weighs Request For $300-Million Tax Rise; Governor Weighs Seeking of $300-Million Tax Rise,carey
28,21996,4fc48e3545c1498b0da5331f,1975,"Eric Larrabee, executive director of the New York State Council on the Arts, has been told to resign by Governor Carey's office. The resignation, as of June 1, was requested by Thomas Lynch, deputy appointments officer, after consultation with Joan K. Davidson, the Governor's new appointee as chairman of the state agency. Carey Aide Tells Arts Chief to Resign; STATE ARTS CHIEF TOLD TO RESIGN",carey
29,25327,4fc492ac45c1498b0da66b4a,1975,"Harsher treatment for juveniles who commit violent crimes was urged yesterday by Governor Carey. ""We will introduce legislation calling for mandatory sanctions for ... Carey Urges Harsher Law Against Juvenile Violence; TIGHT LAW SOUGHT ON JUVENILE CRIME",carey
0,18250,4fc3aa2c45c1498b0d7cf14b,1953,"In a surprise move to end the bus strike, Mayor Impellitteri proposed last night that the Transport Workers Union, C. I. O., and the struck bus companies pick their own three-man arbitra tion panel to decide the dispute over union demands for a forty-hour week with no loss in pre-strike take-home pay. Mayor Asks Lines and Union To Pick Bus Strike Arbiters; BUS PEACE OFFER IS MADE BY MAYOR",impellitteri
1,12029,4fc39ebc45c1498b0d79bfad,1953,"Robert F. Wagner Jr., Borough President of Manhattan, told Harlem audiences last night that Mayor Impellitteri, his rival for the Democratic mayoral nomination in Tuesday's primary, had blocked approval of a civil rights measure in the City Council. MAYOR IS CHARGED WITH BALKING BILL TO AID CIVIL RIGHTS; Wagner in Harlem Declares Measure by Sharkey Was Blocked in City Council IMPELLITTERI MAKES BIDS Tells Police He Saved Jobs by Accepting Transit Agency -- Blaikie Accuses Rivals MAYOR IS ACCUSED ON CITY BIAS BILL",impellitteri
2,16219,4fc3a67d45c1498b0d7be769,1953,"A majority of the Board of Estimate decided yesterday to stand firm on Mayor Impellitteri's $218,700,000 fiscal program for 1953-54, refusing to purchase substantial financial aid from Governor Dewey's Republican Administration at a price considered politically ruinous by the Democratic leaders of the city's five counties. MAJORITY OF BOARD BARS STATE TERMS FOR CITY FISCAL AID; Stands on Mayor's Plan After Democratic Leaders Report Price Politically Ruinous VOTE ON DECISION IS 5 TO 3 New York's Legislators Held Unwilling to Support Fare Rise or Payroll Impost MAYOR'S FUND PLAN IS UPHELD BY BOARD",impellitteri
3,12190,4fc39f2a45c1498b0d79ddd2,1953,"Tonight, on the eve of the armistice, front-line G. I.'s faced their last full night of fighting in the thirty-seven-month-old Korean war. Only a few minor clashes had taken place by early morning, and from all indications the war would be unofficially ended by dawn. No patrols were scheduled for tomorrow. Skeptical G. I.'s Finally Convinced; Most Take News With Little Elation; DISBELIEVING G. I.'S FINALLY CONVINCED",korean war
4,16922,4fc3a7d145c1498b0d7c4828,1953,"United Nations and Communist truce delegations went into secret sessions at Panmunjom today as the Allied command, it was believed, presented a new modified plan to reach an armistice in the Korean war through the disposal of Chinese and North Korean prisoners of war who refused to return behind the Iron Curtain after a cease-fire. KOREA TRUCE TALKS RESUMED IN SECRET; RECESS FOR A WEEK; Allies Said to Present a New Proposal on Issue of Captives Who Refuse Repatriation PLAN'S DETAILS WITHHELD Clark Flies From Japan, Meets With Two Top Commanders of U. N. Prison Stockades NEW TRUCE TALKS RECESS FOR WEEK",korean war
5,17423,4fc3a8ba45c1498b0d7c8c23,1953,"The Communist delegation at Panmunjom named India, Pakistan, Burma and Indonesia today as Asian nations considered neutral in the Korean war, but refused to nominate any one at this time as the potential custodian for prisoners refusing repatriation. FOE IN KOREA LISTS 4 ASIAN NEUTRALS; BARS A CHOICE NOW; Won't Select India, Pakistan, Burma or Indonesia Till U. N. Agrees to Shift Captives TRUCE TALKS OFF FOR DAY Enemy Prisoners Riot During Repatriation, Drawing Allied Protest to Communists Reds Name Four Nations in Asia As Eligible as Neutrals in Korea",korean war
6,24286,4fc3b45d45c1498b0d7ff25a,1956,"WASHINGTON, April 24--Secretary of State Dulles said today that the Soviet Union's grip on Eastern Europe was weakening as Titoism gained ground. While there is no evi Dulles Sees Titoism Easing Moscow Grip on Satellites; Tito's Suggestion Recalled DULLES SEES GRIP OF SOVIET EASING",dulles
7,24674,4fc3b50945c1498b0d802402,1956,"WASHINGTON, Sept. 8--Secretary of State Dulles has softened his previous opposition to referring the Suez Canal dispute to the United Nations, diplomatic sources said today. Dulles Softens Opposition To a U.N. Hearing on Suez; U.S. Said to Be Willing to Join Allies in Move to Bring 'Moral Pressure' on Nasser in World Forum DULLES WEIGHING U.N. MOVE ON SUEZ Agree on 'Moral Pressure'",dulles
8,26186,4fc3b77e45c1498b0d80db09,1956,"WASHINGTON, Jan. 11-- John Foster Dulles, Secretary of State, issued today a statement telling the country to face up to the economic contest with the Soviet Union in such countries as Egypt, India and Burma. DULLES SPURS U.S. IN ECONOMIC WAR WITH SOVIET UNION; Says 'Defeat in This Contest' in the Mideast and Asia Would Be 'Disastrous' BACKS FOREIGN AID PLAN Appeals for Public's Support of Long-Range Program Offered by President Rejects H-Bomb Bar Dulles Cites Economic Contest With Russians in Mideast, Asia",dulles
9,36515,4fc3c7f345c1498b0d859995,1956,"WASHINGTON, Jan. 25-- President Eisenhower gave a definite boost today to the political ambitions of Vice President Richard M. Nixon. EISENHOWER LAUDS NIXON AND OPPOSES DRAFT OF WARREN; He Keeps Own Plans Secret --Warns on 'Confusion' of Politics and the Court SLATES NEW TRIP SOUTH Advances Heart Examination --Hopes Not to 'Dilly-Dally' on Second-Term Decision No Final Answer Given PRESIDENT LAUDS NIXON'S ABILITY Won't Comment on Convention",president eisenhower
10,25873,4fc3b70545c1498b0d80b3ac,1956,"WASHINGTON, June 6--President Eisenhower refused today to intervene in the Wisconsin primary election, in which Senator Alexander Wiley faces a fight for the Republican nomination. President to Shun Role in Wiley Race; Senator in Accord; President Finds Some Advantage For U.S. in Attitude of Neutrals",president eisenhower
11,28709,4fc3bb7745c1498b0d8205d4,1956,"PHILADELPHIA, Nov. 2-- President Eisenhower is clinging to a lead in this state so insubstantial that it could be washed away by a heavy rain on election day. PRESIDENT LEADS IN PENNSYLVANIA; Slim Edge Not Widened Yet by Crises Abroad--Clark's Margin for Senate Cut Eisenhower Holding Thin Edge In Pennsylvania, Clark Lead Cut Economic Worries Show Could Tilt Either Way",president eisenhower
12,17797,4fc3a96145c1498b0d7cbe04,1953,President Eisenhower said today that his recommendations for changes in the Taft-Hartley Act would be ready for submission to Congress when it met in January. PRESIDENT PLEDGES ACTION ON TAFT ACT TO A SILENT C. I. O.; Letter States Revisions Fair to All Will Go to Congress -- Reuther Voices Support PRESIDENT PLEDGES ACTION ON TAFT ACT,eisenhower s
13,17759,4fc3a95e45c1498b0d7cb972,1953,"President Eisenhower's decision to abrogate the United States Seventh Fleet's ""neutralizing"" role in the Strait of Formosa to permit the Chinese Nationalists to carry on whatever operations they can mount against the Communist mainland was seen in Tokyo today as a preliminary move to enlist more Asians in the war against Asian Reds. TOKYO CONCERNED; Eisenhower's Formosa Plan Viewed as Bid for a New Force",eisenhower s
14,12866,4fc3a03d45c1498b0d7a34ba,1953,"Reporting hopeful prospects for continued good business throughout the country, newspaper executives, here for their annual Newspaper Week, said yesterday that the American people appeared generally to be viewing Soviet ""peace"" moves with caution. PUBLISHERS REPORT PUBLIC IS SKEPTICAL OF RED 'PEACE' BIDS; Arriving for Newspaper Week, They Note Wide Support of Eisenhower's Address BUSINESS OUTLOOK 'GOOD' The Associated Press Will Hear Humphrey Today -- A. N. P. A. Sessions Start Tomorrow PUBLIC HELD WARY OF RED 'PEACE' BIDS",eisenhower s
15,28385,4fc3bb0045c1498b0d81e075,1955,State Department officials said today the next move was up to the Chinese Communists if they were sincere about their offer to negotiate with the United States over Formosa and Far Eastern questions. U. S. Is Looking to Peiping For Next Move on Meeting; NEXT PARLEY STEP IS PUT UP TO CHOU,formosa
16,31178,4fc3bf6a45c1498b0d832c61,1955,"WASHINGTON, May 3--Secretary of State Dulles talked with the British and Australian Ambassadors today as efforts to arrange a Formosa Strait ceasefire gained momentum. ALLIES MAP A PATH TO FORMOSA TRUCE; ALLIES MAP A PATH TO FOMOSA TRUCE Dulles Consults With British and Australian Envoys-- President Gets Report",formosa
17,27848,4fc3ba1445c1498b0d819f40,1955,The House of Representatives voted 409 to 3 today to back President Eisenhower in any military action to safeguard Formosa from the Communists. HOUSE VOTES 409-3 TO BACK EISENHOWER ON FORMOSA; SENATE HEARS JOINT CHIEFS; UNITY ACCLAIMED President Hails Support for Any Military Steps -- Senators Cautious HOUSE VOTE BACKS FORMOSA DEFENSE,formosa
18,28963,4fc3bbe145c1498b0d822498,1956,"CAIRO, Aug. 30--President Gamal Abdel Nasser protested tonight against President Eisenhower's assertion that the Suez Canal was an international waterway. NASSER PROTESTS EISENHOWER VIEW ON STATUS OF SUEZ; Denies Convention of 1888 Internationalized Canal-- Cites Preamble as Proof DULLES CHIDED BY ENVOY Secretary Explains Stand-- U.S. Officials Disturbed by French Cyprus Move Nasser Issues Statement NASSER PROTESTS EISENHOWER VIEW Concern Is International",eisenhower
19,25948,4fc3b70945c1498b0d80bc39,1956,"WASHINGTON, June 7--The House of Representatives repudiated President Eisenhower and both its party leaderships today by refusing to cancel heavy cuts in the Administration's $4,900,000,000 foreign aid bill. LEADERS SNUBBED; Martin and Rayburn Fail to Win Backing for More Funds",eisenhower
20,26955,4fc3b8bb45c1498b0d81322f,1956,"WASHINGTON, April 15--President Eisenhower is expected to sign or veto the farm bill tomorrow and go on the air tomorrow night to explain his action. These apparent decisions ... President Expected to Act On Farm Measure Today; FARM BILL ACTION EXPECTED TODAY G.O.P. Parley Opens Today",eisenhower
21,19742,4fc3ac9a45c1498b0d7dae26,1953,The fighting dwindled almost to a standstill along the frozen Korean front yesterday. The Communist offensive that the Reds' propaganda sources had threat ened for Jan. 4 did not develop. West Korea Front Is Silent; U.N. Fliers Batter Red Areas; WEST KOREA FRONT SILENT FOR 2 DAYS,korean
22,13335,4fc3a11a45c1498b0d7a7235,1953,The United States challenged the Soviet world today to accept an on-the-spot investigation to confirm or disprove charges of Communist atrocities in the Korean war. ATROCITY INQUIRY PRESSED ON SOVIET; Lodge Replies to Vishinsky's Thrust at U. S. Charges With Call to Permit Survey,korean
23,12825,4fc3a03b45c1498b0d7a31d8,1953,The United Nations and Communist commands completed the exchange of the third group of sick and wounded prisoners of the Korean war today while former captives of both sides made charges of having suffered ill treatment while in internment. More Prisoners Exchanged; 14 G. I's Due in Next Group; CAPTIVE EXCHANGE ADVANCES IN KOREA,korean
24,7425,4fc3964b45c1498b0d773c6d,1951,"TOKYO, Wednesday, Feb. 7--Chinese Communist troops on the western Korean front pulled back five and one-half miles to new defense positions in the hills six miles below the Han River and the old Korean Republican capital of Seoul as United Nations armored task forces for the second day yesterday probed deeply into enemy advance positions below the city's southern outskirts. Reds Draw Back 5  Miles To New Seoul Defense Line; UNITED NATIONS FORCES ADVANCING TOWARD THE SOUTH KOREAN CAPITAL",korea
25,4577,4fc31c2245c1498b0d759542,1951,"WASHINGTON, Aprl 18--The Department of Defense, proposing a long-range civilian Reserve program to provide ""realistic security"" for the nation, disclosed today that the fighting forces in June would start releasing Reservists called up to meet emergency needs as a result of the Korean war. RESERVE RELEASES WILL START JUNE; DRAFT CUT FOR MAY; Army Begins Freeing Recalled Troops in Fall--House Unit Told of Long-Range Plan 3 CLASSES TO BE SET UP Inductee Quota Put at 40,000 Because of More Volunteering and Lighter Casualties Marine Corps to Act First RESERVE RELEASES TO START IN JUNE Designation Is Protested Implementing Bills Planned ""Almost Insuperable Handicap""",korea
26,8519,4fc3986d45c1498b0d77db72,1951,"TOKYO, Tuesday, Nov. 6 The United Nations proposed yesterday a new plan for negotiation of an armistice in the Korean war. U.N. Seeks to Waive Issue; NAVY STOWAWAYS AT THE FRONT IN KOREA",korea
27,31906,4fc3c08245c1498b0d83817f,1956,"David Dubinsky, president of the International Ladies Garment Workers Union, urged Governor Harriman yesterday to give up his aspirations for the Democratic Presidential nomination. HARRIMAN URGED TO QUIT '56 RACE; Dubinsky Calls on Governor to Support Stevenson and Seek Liberal Platform HARRIMAN URGED TO QUIT '56 RACE Liberal Platform Urged",stevenson
28,27131,4fc3b8f845c1498b0d814c60,1956,"Top unionists, who had resigned themselves to a back seat in the Presidential campaign, are now considering a more active mobilization of their political strength. UNIONS NOW PLAN POLITICAL ACTION; Stevenson's California Gains and Eisenhower's Illness Alter Endorsement Policy Unions Planning Political Action; See Chance of Republican Defeat",stevenson
29,24401,4fc3b49345c1498b0d800374,1956,"WALNUT MILL, Va., Sept. 15 --Adlai E. Stevenson charged tonight that the Eisenhower Administration had played ""fast and loose"" with the Constitution's Bill of Rights. STEVENSON CALLS G.O.P. 'SHAMELESS' IN LOYALTY SET-UP; Asserts Administration Plan Played 'Fast and Loose' With the Bill of Rights OPENS DRIVE IN VIRGINIA Declares Public Was Misled by 'Political Trickery' of 'Numbers Game' on Risks Pledges Revised Program STEVENSON SCORES G.O.P. 'RISK' SET-UP Greeted As Neighbors",stevenson
0,9671,4fc0819845c1498b0d32cb9a,1924,"President Coolidge was told today by Senator Oddie of Nevada, a member of the Senate committee which recently investigated the Veterans' Bureau, that the bureau has not undergone the reorganization it needs despite the disclosures made by the investigation. Veterans' Bureau Inquiry Brought No Change, Oddie Tells Coolidge, Urging a 'Shake-Up'",president coolidge
1,26250,4fc099cb45c1498b0d39c42c,1924,"While President Coolidge refused to comment today upon the action of Governor Charles W. Bryan of Nebraska, the Democratic nominee for Vice President, in criticizing the purposes and scope of the Defense Day test to be held Sept. 12, the War Department replied to the Governor and upheld the Administration's program. WAR DEPARTMENT ANSWERS BRYAN ON DEFENSE DAY; Shows That It Had His Promise to Cooperate After He Had Seen the Plans.",president coolidge
2,23990,4fc096f645c1498b0d38e91d,1924,"Although it was only yesterday that President Coolidge declared against any rate changes in the Mellon tax bill, Chairman Green, by direction of his Republican colleagues of the Ways and Means Committee, made an offer to the Democrats today to compromise on a nonpartisan measure which would receive approval by the House. OFFERS COMPROMISE ON MELLON TAX BILL; Green, for Committee Republicans, Proposes to Democrats a Non-Partisan Measure.",president coolidge
3,2483,4fc076e945c1498b0d2fa813,1921,"WASHINGTON, May 6.--Senators Knox, New and Johnson, members of the irreconcilable group in the Senate, refused tonight to comment on the Government's acceptance of the allied invitation to send representatives to three allied bodies. 'BITTER-ENDERS' RESERVE COMMENT; Borah Refuses to Talk of Harding Action--Not Entangling, Says Moses.McCUMBER HAS DOUBTSThinks We Ought Not to Enterby Back Door if We Won'tGo In by the Front.",harding
